customer_id,signup_date,plan_type,monthly_charge,tenure_months,churn_flag,churn_date,churn_reason,usage_frequency,support_tickets_raised,last_login_date,payment_method,region,age_group,acquisition_channel,upsell_count,downsell_count,discount_applied,discount_pct 
C02000,2023-09-14,Premium,76.93,21,0,,,19,0.0,2025-06-07,Card,North America,18-24,Direct,4,1,1,0.076
C02001,11-03-2025,Basic,16.8,3,0,,,6,4.0,01-06-2025,,Latin America,25-34,Referral,2,0,1,0.023
C02002,02/26/2023,Basic,14.11,16,1,15-08-2023,price sensitivity,7,2.0,"Jul 23, 2023",Card,North America,45-54,Email,2,1,1,0.072
C02003,2023-12-29,Standard,34.89,18,0,,,9,0.0,2025-06-16,PayPal,Europe,25-34,Organic Search,5,0,1,0.014
C02004,2024-02-22,Standard,33.23,16,1,"Nov 01, 2024",billing,12,2.0,09-10-2024,PayPal,North America,25-34,Direct,2,0,1,0.029
C02005,2024-12-28,Basic,14.5,6,0,,,5,1.0,2025-06-18,PayPal,Latin America,55+,Direct,0,0,1,0.05
C02006,28-04-2023,Standard,49.82,26,0,,,10,0.0,"Jun 04, 2025",PayPal,North America,55+,Paid Ads,5,0,1,0.073
C02007,2024-01-31,Basic,12.12,10,1,"Nov 12, 2024",no usage,10,1.0,05-10-2024,PayPal,Europe,45-54,Email,2,0,1,0.053
C02008,"May 19, 2023",Standard,45.75,15,1,"Jul 31, 2024",,9,1.0,07-07-2024,Card,Latin America,25-34,Referral,2,0,1,0.146
C02009,2024-12-19,Basic,14.05,6,0,,,8,2.0,"Jun 09, 2025",Card,North America,25-34,Organic Search,2,0,1,0.026
C02010,2024-07-30,Basic,14.91,10,1,"Nov 17, 2024",billing,7,3.0,26-09-2024,Card,APAC,25-34,Organic Search,3,0,1,0.293
C02011,2024-03-29,Basic,14.85,15,0,,,8,2.0,19-06-2025,Card,North America,25-34,Organic Search,2,0,1,0.059
C02012,25-12-2023,Premium,67.9,15,1,"Aug 17, 2024",billing,14,1.0,07/08/2024,PayPal,North America,55+,Email,5,0,1,0.154
C02013,2023-05-20,Standard,44.54,19,1,2024-03-07,billing,9,3.0,2024-02-13,Card,North America,25-34,Paid Ads,5,0,1,0.069
C02014,20-04-2025,Premium,84.88,2,1,"May 16, 2025",billing,17,1.0,04/20/2025,Card,North America,45-54,Email,5,0,1,0.012
C02015,13-08-2024,Standard,37.6,10,0,,,11,1.0,2025-06-03,,North America,18-24,Organic Search,1,0,1,0.195
C02016,10/19/2023,Basic,29.83,18,1,2024-07-28,billing,3,3.0,2024-07-09,Card,Europe,35-44,Email,1,2,1,0.05
C02017,01/13/2024,Basic,18.93,17,0,,,9,2.0,2025-06-10,Card,Latin America,18-24,Partnerships,5,0,1,0.039
C02018,2024-10-24,Standard,39.36,7,1,2025-01-10,billing,8,3.0,27-11-2024,Card,Europe,18-24,Organic Search,5,0,1,0.27
C02019,"Oct 18, 2024",Basic,16.26,6,1,02/01/2025,no usage,8,3.0,2025-01-08,Card,Europe,25-34,Organic Search,4,0,1,0.019
C02020,2024-02-25,Standard,34.17,16,0,,,12,1.0,2025-06-21,Card,Latin America,55+,Partnerships,2,0,1,0.173
C02021,"Oct 04, 2023",Premium,73.67,20,0,,,18,0.0,2025-06-03,Card,North America,35-44,Organic Search,4,1,1,0.036
C02022,"Aug 24, 2024",Premium,87.52,10,0,,,14,0.0,2025-06-17,Card,Latin America,35-44,Paid Ads,5,0,1,0.054
C02023,08/23/2024,Basic,21.28,10,0,,,10,1.0,2025-06-11,Card,APAC,25-34,Partnerships,1,0,1,0.016
C02024,"Jun 30, 2024",Standard,46.74,7,1,11/14/2024,billing,7,2.0,2024-10-25,Wallet,North America,45-54,Email,0,0,1,0.004
C02025,"Mar 08, 2023",Basic,16.13,27,0,,,11,2.0,05/26/2025,Card,Europe,35-44,Direct,5,0,1,0.029
C02026,2024-03-07,Basic,21.36,15,1,23-09-2024,billing,7,1.0,22-08-2024,ACH,APAC,25-34,Email,1,0,1,0.034
C02027,07/13/2024,Standard,40.83,11,0,,,12,2.0,2025-05-31,PayPal,Europe,35-44,Referral,3,0,1,0.034
C02028,16-05-2025,Standard,41.61,1,0,,,11,0.0,13-06-2025,PayPal,APAC,45-54,Partnerships,1,0,1,0.019
C02029,24-04-2024,Standard,33.82,14,1,"Nov 12, 2024",price sensitivity,14,1.0,19-10-2024,Card,North America,55+,Paid Ads,5,0,1,0.037
C02030,2023-11-09,Basic,14.85,14,1,2024-10-30,product dissatisfaction,5,3.0,2024-10-02,Card,Europe,55+,Partnerships,1,1,1,
C02031,05/21/2024,Premium,84.39,9,1,"Sep 05, 2024",product dissatisfaction,13,1.0,08/18/2024,PayPal,North America,35-44,Direct,5,0,1,
C02032,2023-06-11,Premium,87.73,24,0,,,16,1.0,"Jun 03, 2025",Card,North America,18-24,Referral,5,0,1,0.027
C02033,03/24/2023,Standard,35.29,27,0,,,10,2.0,08-06-2025,PayPal,APAC,25-34,Email,5,0,1,0.144
C02034,2024-09-10,Premium,85.09,9,0,,,16,0.0,06/05/2025,Card,North America,25-34,Referral,4,0,1,0.178
C02035,"Jun 18, 2025",Basic,23.8,1,1,2025-06-30,billing,5,1.0,2025-06-18,PayPal,APAC,25-34,Direct,1,1,1,0.003
C02036,2025-02-10,Standard,36.83,4,0,,,13,0.0,05/30/2025,Wallet,Latin America,25-34,Referral,5,0,1,0.163
C02037,"Jun 16, 2024",Premium,64.61,12,0,,,13,0.0,2025-06-08,ACH,APAC,35-44,Paid Ads,5,0,1,0.282
C02038,"Feb 06, 2023",Premium,65.86,28,0,,,13,0.0,06/01/2025,Wallet,APAC,35-44,Paid Ads,1,0,1,0.06
C02039,2025-06-20,Premium,72.23,1,1,30-06-2025,billing,15,3.0,06/20/2025,Card,Europe,35-44,Email,4,0,1,0.047
C02040,2024-02-15,Standard,36.32,10,1,07/18/2024,price sensitivity,7,2.0,2024-06-24,Card,APAC,55+,Paid Ads,1,1,1,0.079
C02041,2023-09-22,Premium,78.64,21,0,,,17,1.0,2025-06-06,ACH,Latin America,18-24,Direct,5,0,1,0.026
C02042,24-03-2025,Standard,38.91,3,0,,,11,0.0,16-06-2025,ACH,Europe,18-24,Referral,3,0,1,0.007
C02043,11/11/2024,Basic,17.91,7,1,"May 20, 2025",billing,4,1.0,11-04-2025,Card,Latin America,35-44,Email,0,2,1,0.072
C02044,2024-11-14,Basic,21.72,7,0,,,6,1.0,05-06-2025,Card,North America,35-44,Direct,2,0,1,0.025
C02045,2023-09-11,Standard,34.44,17,1,2024-05-07,price sensitivity,9,1.0,2024-04-06,Card,North America,35-44,Organic Search,5,1,1,0.031
C02046,2025-06-23,Standard,46.59,1,1,"Jun 30, 2025",price sensitivity,9,2.0,06/23/2025,Card,North America,45-54,Paid Ads,0,0,1,0.132
C02047,"Feb 18, 2024",Standard,44.64,16,0,,,13,1.0,2025-06-12,ACH,Europe,18-24,Direct,4,0,1,0.062
C02048,29-04-2024,Premium,87.67,14,0,,,15,1.0,2025-06-19,PayPal,North America,35-44,Organic Search,5,0,1,0.017
C02049,2024-11-15,Standard,35.04,7,0,,,12,0.0,06/06/2025,Card,Europe,55+,Referral,2,0,1,0.065
C02050,"Aug 24, 2024",Basic,18.53,3,1,2024-10-10,no usage,5,3.0,2024-09-11,PayPal,Latin America,25-34,Paid Ads,0,0,1,0.281
C02051,2023-06-07,Basic,21.89,16,1,03-12-2023,no usage,8,2.0,05-11-2023,Card,Latin America,35-44,Organic Search,5,0,1,0.021
C02052,"Oct 03, 2023",Standard,37.8,20,0,,,12,2.0,27-05-2025,Card,APAC,18-24,Email,2,0,1,0.013
C02053,26-11-2023,Standard,34.81,19,0,,,12,0.0,12-06-2025,Wallet,APAC,25-34,Email,0,0,1,0.063
C02054,05/14/2025,Standard,34.56,1,1,2025-05-28,price sensitivity,12,2.0,"May 14, 2025",Card,APAC,18-24,Direct,5,0,1,0.016
C02055,"Oct 13, 2024",Standard,34.86,8,0,,,12,2.0,"Jun 09, 2025",Card,Latin America,35-44,Organic Search,3,0,1,0.093
C02056,2023-12-01,Standard,32.03,14,1,2024-12-24,billing,11,4.0,10/25/2024,Wallet,North America,35-44,Email,5,0,1,0.225
C02057,"Nov 01, 2024",Standard,56.22,2,1,"Nov 26, 2024",billing,12,2.0,2024-11-01,Card,APAC,55+,Direct,1,0,1,0.185
C02058,"Nov 04, 2024",Premium,59.48,7,0,,,19,0.0,2025-05-28,Card,North America,35-44,Email,5,0,1,0.177
C02059,"Dec 26, 2023",Basic,15.08,15,1,2024-06-24,no usage,7,1.0,2024-06-10,Card,North America,18-24,Organic Search,1,0,1,0.001
C02060,"Jan 03, 2024",Standard,42.58,17,0,,,8,0.0,2025-05-20,Card,North America,45-54,Organic Search,3,0,1,0.046
C02061,03/26/2025,Standard,34.91,3,0,,,15,0.0,"Jun 20, 2025",Card,Europe,25-34,Direct,3,0,1,0.046
C02062,"May 27, 2024",Basic,17.59,8,1,"Oct 25, 2024",billing,6,3.0,10/14/2024,PayPal,Latin America,35-44,Email,2,0,1,0.015
C02063,17-05-2023,Standard,41.37,25,0,,,9,1.0,"Jun 10, 2025",Card,North America,25-34,Organic Search,5,0,1,0.016
C02064,"Oct 18, 2024",Standard,45.19,8,0,,,7,1.0,2025-06-13,Card,Latin America,45-54,Paid Ads,2,0,1,
C02065,21-06-2024,Standard,37.36,8,1,2024-12-02,billing,8,0.0,2024-11-08,ACH,North America,55+,Referral,4,0,1,0.036
C02066,2024-04-09,Standard,44.53,7,1,2024-10-05,billing,12,1.0,08/30/2024,Card,North America,18-24,Email,3,0,1,0.048
C02067,2024-10-23,Basic,12.21,8,1,24-05-2025,competitor,6,6.0,2025-04-02,Card,North America,35-44,Partnerships,4,0,1,0.022
C02068,04/07/2025,Basic,16.58,2,0,,,9,2.0,2025-05-25,Wallet,North America,35-44,Email,0,0,1,0.047
C02069,29-10-2023,Basic,20.98,11,1,03/22/2024,billing,9,0.0,2024-03-13,PayPal,Latin America,25-34,Direct,2,0,1,0.033
C02070,2024-01-18,Basic,26.89,11,1,2024-06-02,competitor,9,1.0,2024-05-18,Card,North America,25-34,Partnerships,2,0,1,0.19
C02071,2023-06-22,Standard,33.21,16,1,2024-05-09,,11,1.0,2024-04-29,Card,North America,35-44,Referral,4,0,1,0.071
C02072,13-08-2024,Premium,67.59,10,0,,,20,0.0,05/28/2025,PayPal,North America,25-34,Organic Search,5,0,1,0.006
C02073,2024-01-03,Standard,41.05,12,1,31-12-2024,billing,11,1.0,2024-12-14,Card,Latin America,18-24,Direct,5,0,1,0.01
C02074,2023-11-09,Basic,19.21,19,0,,,8,0.0,"May 27, 2025",Card,APAC,45-54,Direct,3,0,1,0.151
C02075,2024-09-27,Basic,16.13,9,0,,,8,1.0,2025-06-17,Card,Latin America,35-44,Referral,1,0,1,0.075
C02076,08-01-2024,Basic,14.13,13,1,01-07-2024,product dissatisfaction,9,3.0,"May 22, 2024",Card,Europe,25-34,Paid Ads,2,1,1,0.065
C02077,28-02-2024,Standard,35.92,16,0,,,13,0.0,20-06-2025,Wallet,APAC,55+,Partnerships,3,0,1,0.016
C02078,"Feb 06, 2024",Basic,21.08,3,1,2024-04-14,no usage,6,1.0,2024-03-23,ACH,North America,55+,Partnerships,1,1,1,0.011
C02079,"Aug 24, 2023",Standard,37.0,22,0,,,5,1.0,06/15/2025,Card,North America,55+,Paid Ads,3,0,1,0.005
C02080,"Apr 25, 2023",Standard,46.03,15,1,"Feb 20, 2024",price sensitivity,8,2.0,2024-01-16,Card,Europe,35-44,Email,2,0,1,0.262
C02081,2025-01-24,Standard,38.18,5,0,,,12,3.0,2025-06-23,PayPal,North America,25-34,Paid Ads,4,0,1,0.132
C02082,2023-03-25,Basic,21.41,27,0,,,10,0.0,09-06-2025,Card,Europe,25-34,Organic Search,5,0,1,0.072
C02083,10/24/2023,Basic,20.11,17,1,2025-03-09,no usage,7,2.0,02/11/2025,ACH,Europe,55+,Organic Search,2,1,1,0.071
C02084,2024-08-31,Standard,36.58,10,1,"Mar 25, 2025",billing,10,1.0,2025-02-08,PayPal,North America,55+,Referral,5,0,1,0.07
C02085,2023-04-30,Standard,44.0,21,1,2024-02-15,no usage,3,2.0,"Jan 11, 2024",PayPal,Europe,45-54,Organic Search,1,0,1,0.142
C02086,20-08-2024,Basic,14.13,7,1,2025-01-24,billing,11,2.0,"Jan 04, 2025",Card,Europe,35-44,Direct,3,0,1,0.032
C02087,30-10-2024,Premium,73.46,8,0,,,20,1.0,"Jun 30, 2025",PayPal,North America,25-34,Partnerships,5,0,1,0.053
C02088,2024-08-27,Standard,36.52,10,0,,,8,,2025-06-14,Card,APAC,35-44,Referral,0,0,1,0.065
C02089,2023-10-06,Standard,41.29,20,0,,,10,0.0,26-05-2025,Wallet,Latin America,18-24,Email,4,0,1,0.069
C02090,"Jan 19, 2023",Basic,21.52,13,1,27-11-2023,no usage,9,2.0,2023-10-29,Card,North America,35-44,Email,5,0,1,0.012
C02091,2025-03-20,Basic,15.74,1,1,"Apr 17, 2025",billing,9,1.0,2025-03-20,Card,North America,35-44,Referral,4,0,1,0.055
C02092,2023-10-25,Basic,15.18,7,1,2024-04-15,price sensitivity,9,4.0,03/15/2024,Card,North America,45-54,Organic Search,2,0,1,0.026
C02093,2025-01-04,Basic,19.31,5,0,,,5,1.0,"Jun 02, 2025",PayPal,North America,25-34,Organic Search,3,0,1,0.047
C02094,2023-06-30,Standard,29.77,24,0,,,11,0.0,2025-06-23,Card,North America,45-54,Direct,5,0,1,0.063
C02095,2023-05-29,Standard,45.05,25,0,,,12,2.0,06/18/2025,Card,North America,18-24,Paid Ads,4,1,1,0.236
C02096,10-12-2024,Premium,76.76,6,1,2025-04-16,billing,17,0.0,2025-03-20,PayPal,APAC,25-34,Direct,2,0,1,0.076
C02097,2025-05-07,Premium,67.3,1,0,,,16,0.0,05/14/2025,Card,APAC,18-24,Direct,4,0,1,0.025
C02098,2025-02-23,Basic,14.24,1,1,03/11/2025,support issues,1,2.0,23-02-2025,Card,Latin America,25-34,Direct,0,0,1,0.045
C02099,"Nov 16, 2024",Basic,20.25,7,1,2025-04-26,no usage,5,2.0,03/31/2025,Card,Europe,25-34,Organic Search,1,1,1,0.069
C02100,2023-08-13,Standard,40.72,22,0,,,11,0.0,06/06/2025,Wallet,Latin America,25-34,Paid Ads,2,0,1,0.044
C02101,12-04-2025,Premium,71.32,2,1,2025-05-13,no usage,10,3.0,"Apr 19, 2025",Card,Latin America,25-34,Paid Ads,4,0,1,0.291
C02102,09/01/2024,Premium,77.86,9,0,,,14,1.0,"May 29, 2025",ACH,APAC,25-34,Partnerships,5,0,1,0.081
C02103,2023-06-07,Basic,14.48,13,1,2024-06-16,price sensitivity,5,4.0,"May 16, 2024",PayPal,Latin America,35-44,Direct,3,0,1,0.062
C02104,2023-04-28,Basic,17.97,16,1,16-12-2023,price sensitivity,5,1.0,2023-12-03,PayPal,Latin America,45-54,Direct,2,0,1,0.029
C02105,2025-03-05,Basic,24.9,3,1,"May 15, 2025",billing,7,1.0,"Apr 27, 2025",Card,APAC,18-24,Direct,2,0,1,0.02
C02106,08-09-2023,Premium,100.31,21,0,,,14,0.0,"May 26, 2025",Card,Europe,25-34,Referral,5,0,1,0.01
C02107,2024-11-29,Standard,37.73,1,1,17-12-2024,billing,12,2.0,2024-11-29,ACH,North America,18-24,Organic Search,5,0,1,0.181
C02108,"May 07, 2023",Standard,41.59,17,1,2024-01-26,price sensitivity,8,3.0,2024-01-02,ACH,North America,18-24,Organic Search,5,0,1,0.023
C02109,2023-09-13,Standard,41.35,12,1,03/15/2024,billing,12,1.0,"Mar 03, 2024",Card,Europe,35-44,Organic Search,4,0,1,0.079
C02110,2023-09-16,Basic,12.12,12,1,"Feb 17, 2024",billing,5,5.0,"Jan 05, 2024",PayPal,North America,45-54,Organic Search,1,1,1,0.049
C02111,2023-09-14,Standard,32.1,19,1,2024-10-07,billing,8,1.0,2024-09-19,Card,North America,25-34,Paid Ads,3,0,1,0.079
C02112,2024-09-07,Basic,9.99,9,0,,,8,1.0,2025-06-02,Card,North America,25-34,Partnerships,2,0,1,0.056
C02113,04/13/2025,Standard,41.69,2,0,,,16,1.0,06/02/2025,Card,North America,25-34,Organic Search,3,0,1,0.068
C02114,2025-04-10,Standard,50.67,2,1,2025-06-05,no usage,11,2.0,05/09/2025,PayPal,APAC,18-24,Organic Search,1,0,1,0.227
C02115,2024-11-07,Standard,45.4,7,1,2025-05-18,support issues,7,2.0,2025-04-04,Card,North America,55+,Organic Search,0,0,1,0.055
C02116,"Jul 04, 2023",Basic,19.18,23,0,,,12,0.0,2025-05-26,Card,North America,35-44,Paid Ads,5,0,1,0.009
C02117,2025-05-26,Premium,78.04,1,1,2025-06-09,price sensitivity,16,1.0,,Card,Europe,35-44,Organic Search,2,0,1,0.012
C02118,2024-05-09,Standard,36.89,13,0,,,10,0.0,2025-05-19,Wallet,North America,55+,Organic Search,2,0,1,0.006
C02119,2024-05-12,Basic,23.24,8,1,08/31/2024,no usage,6,1.0,2024-08-19,Card,Latin America,35-44,Paid Ads,0,3,1,0.05
C02120,2024-10-01,Basic,19.86,3,1,12/20/2024,billing,3,0.0,"Nov 26, 2024",Card,Latin America,25-34,Email,2,2,1,0.052
C02121,2024-12-02,Standard,39.37,6,0,,,11,1.0,2025-05-29,Wallet,North America,35-44,Paid Ads,4,1,1,0.023
C02122,2025-05-19,Basic,14.59,1,1,17-06-2025,no usage,6,2.0,"May 19, 2025",ACH,Europe,45-54,Organic Search,4,0,1,0.229
C02123,2024-06-15,Basic,21.4,12,0,,,10,2.0,2025-06-03,Card,North America,25-34,Referral,3,0,1,0.074
C02124,07/10/2024,Basic,18.4,7,1,2024-11-29,billing,5,1.0,2024-11-19,Card,Latin America,35-44,Organic Search,0,1,1,0.064
C02125,2024-11-10,Basic,20.59,7,1,"Feb 17, 2025",support issues,5,3.0,01/24/2025,ACH,APAC,35-44,Referral,1,0,1,0.05
C02126,2023-08-21,Standard,44.99,19,1,09-12-2024,billing,9,3.0,"Oct 30, 2024",Card,APAC,25-34,Paid Ads,1,0,1,0.062
C02127,"Oct 08, 2023",Standard,29.19,20,0,,,13,0.0,2025-06-05,Card,North America,35-44,Email,1,0,1,0.031
C02128,07/24/2024,Basic,17.82,11,1,22-04-2025,competitor,4,2.0,2025-03-30,Card,Latin America,25-34,Email,1,0,1,0.25
C02129,02/28/2023,Standard,36.36,19,1,"Oct 29, 2023",price sensitivity,12,1.0,,Wallet,Latin America,25-34,Direct,5,0,1,0.011
C02130,"Oct 20, 2023",Basic,16.88,16,1,2024-10-17,billing,8,4.0,21-09-2024,ACH,APAC,25-34,Organic Search,4,1,1,0.076
C02131,2024-10-16,Basic,14.53,8,0,,,4,3.0,2025-06-09,Card,North America,35-44,Referral,3,0,1,0.047
C02132,2025-06-09,Basic,16.09,1,1,"Jun 24, 2025",competitor,6,2.0,2025-06-09,Card,Europe,45-54,Paid Ads,5,0,1,0.187
C02133,2024-04-18,Standard,32.41,14,0,,,16,1.0,06/09/2025,Card,North America,35-44,Partnerships,4,0,1,0.016
C02134,"Dec 31, 2023",Premium,87.25,18,0,,,15,1.0,2025-06-30,Wallet,North America,45-54,Organic Search,5,0,1,0.033
C02135,2024-02-06,Standard,41.26,16,0,,,11,2.0,31-05-2025,ACH,Latin America,25-34,Direct,2,0,1,0.113
C02136,2024-09-17,Basic,20.23,8,1,2025-01-18,price sensitivity,5,3.0,12/04/2024,Card,Europe,35-44,Paid Ads,5,0,1,0.05
C02137,05/11/2024,Basic,11.29,13,0,,,8,0.0,2025-05-24,ACH,North America,18-24,Referral,2,0,1,0.272
C02138,"Jan 22, 2023",Basic,26.8,21,1,02-03-2024,product dissatisfaction,8,1.0,01/28/2024,Card,APAC,25-34,Paid Ads,3,1,1,0.06
C02139,2024-05-06,Premium,74.91,8,1,2024-07-30,billing,12,1.0,2024-07-01,Card,Europe,35-44,Paid Ads,2,0,1,0.258
C02140,2023-12-31,Basic,25.98,13,1,2024-06-23,product dissatisfaction,6,3.0,23-05-2024,Card,APAC,25-34,Direct,1,0,1,0.072
C02141,2024-10-01,Premium,86.49,8,0,,,16,2.0,05/27/2025,PayPal,Latin America,55+,Direct,5,0,1,0.015
C02142,03/09/2025,Standard,37.61,2,1,2025-04-11,billing,9,2.0,2025-03-13,ACH,APAC,25-34,Organic Search,3,0,1,0.042
C02143,05/27/2025,Standard,51.26,1,1,"Jun 15, 2025",billing,11,0.0,28-05-2025,Card,Latin America,35-44,Organic Search,5,0,1,0.049
C02144,2024-07-10,Premium,84.67,11,0,,,19,0.0,2025-06-04,Card,North America,25-34,Partnerships,5,0,1,0.079
C02145,2023-11-27,Basic,18.09,19,0,,,14,1.0,"Jun 26, 2025",PayPal,North America,45-54,Referral,5,0,1,0.029
C02146,02/09/2024,Standard,36.65,11,1,07/03/2024,billing,11,1.0,2024-05-24,Card,APAC,35-44,Direct,4,0,1,0.022
C02147,2023-06-10,Basic,23.13,24,0,,,9,2.0,01-06-2025,Card,North America,18-24,Referral,0,0,1,0.158
C02148,05/03/2025,Premium,73.63,1,0,,,13,0.0,2025-05-26,PayPal,Europe,55+,Direct,3,0,1,0.098
C02149,2025-02-11,Standard,36.73,4,0,,,14,1.0,"Jun 09, 2025",PayPal,Europe,35-44,Direct,2,0,1,0.144
C02150,2025-02-17,Basic,16.61,3,1,03/23/2025,price sensitivity,8,3.0,2025-02-28,Card,North America,25-34,Organic Search,2,0,1,0.009
C02151,27-10-2023,Premium,71.44,16,1,06/03/2024,billing,14,0.0,05/14/2024,Card,North America,35-44,Referral,1,1,1,0.072
C02152,10/21/2023,Basic,16.22,20,0,,,7,3.0,06/15/2025,ACH,Europe,25-34,Referral,1,1,1,0.265
C02153,20-02-2025,Basic,26.09,4,0,,,9,0.0,06/17/2025,Card,North America,45-54,Organic Search,2,0,1,0.229
C02154,2024-05-11,Standard,45.05,13,0,,,8,0.0,"May 30, 2025",Card,Latin America,25-34,Direct,1,0,1,0.022
C02155,2024-10-04,Standard,40.41,6,1,04/01/2025,competitor,10,0.0,"Mar 14, 2025",ACH,North America,45-54,Organic Search,2,0,1,0.04
C02156,22-03-2024,Premium,73.53,15,0,,,13,0.0,,Card,Europe,25-34,Organic Search,4,0,1,0.009
C02157,02/08/2024,Standard,35.69,16,0,,,14,0.0,06/08/2025,Card,North America,45-54,Partnerships,3,0,1,0.011
C02158,07/30/2024,Standard,36.8,11,0,,,9,3.0,19-06-2025,PayPal,Europe,55+,Partnerships,3,0,1,0.038
C02159,2025-01-11,Basic,26.16,3,1,"Feb 17, 2025",billing,6,3.0,2025-01-11,Wallet,North America,55+,Organic Search,2,0,1,0.068
C02160,11/01/2023,Basic,20.16,12,1,09/15/2024,billing,7,4.0,07/31/2024,ACH,North America,45-54,Direct,1,0,1,0.012
C02161,01/07/2025,Premium,86.48,5,1,2025-04-15,billing,15,1.0,03/27/2025,Card,APAC,35-44,Organic Search,5,0,1,0.052
C02162,11-08-2023,Basic,19.8,22,0,,,9,0.0,09-06-2025,Wallet,North America,35-44,Direct,3,0,1,0.027
C02163,"Jan 03, 2024",Standard,33.69,17,0,,,9,4.0,05/28/2025,Card,Latin America,18-24,Referral,1,0,1,0.077
C02164,2025-04-12,Basic,19.41,2,0,,,11,1.0,2025-06-05,Card,North America,35-44,Partnerships,2,0,1,0.02
C02165,2025-05-20,Basic,14.7,1,1,14-06-2025,no usage,3,1.0,28-05-2025,Card,North America,35-44,Paid Ads,0,2,1,0.006
C02166,"Apr 22, 2025",Standard,46.17,2,0,,,8,0.0,"Jun 21, 2025",Card,North America,18-24,Paid Ads,1,0,1,0.015
C02167,"Oct 16, 2023",Standard,34.51,13,1,"Oct 04, 2024",price sensitivity,9,3.0,2024-08-25,Card,APAC,35-44,Partnerships,1,0,1,0.024
C02168,"Feb 08, 2025",Standard,35.57,4,0,,,14,0.0,"Jun 04, 2025",PayPal,Europe,18-24,Organic Search,5,0,1,0.063
C02169,"May 03, 2025",Premium,87.13,1,1,29-05-2025,billing,14,0.0,05/09/2025,,North America,35-44,Organic Search,1,0,1,0.032
C02170,2025-06-11,Basic,16.21,1,1,2025-06-30,price sensitivity,5,2.0,"Jun 11, 2025",Card,Europe,25-34,Paid Ads,1,0,1,0.205
C02171,2023-01-20,Standard,37.69,29,0,,,10,1.0,"Jun 19, 2025",PayPal,Europe,45-54,Direct,4,0,1,0.002
C02172,10-11-2024,Basic,9.99,7,0,,,10,1.0,06/10/2025,Card,Latin America,25-34,Organic Search,1,0,1,0.061
C02173,06/28/2025,Standard,37.06,1,0,,,14,2.0,06/28/2025,Card,APAC,25-34,Referral,5,0,1,0.062
C02174,11/28/2024,Basic,21.38,7,0,,,7,4.0,2025-06-16,Wallet,Europe,35-44,Paid Ads,2,0,1,0.031
C02175,2023-08-01,Standard,35.24,22,0,,,10,3.0,05/19/2025,Card,Europe,25-34,Direct,2,1,1,0.079
C02176,2024-11-26,Basic,21.24,7,0,,,10,3.0,"Jun 26, 2025",Card,North America,25-34,Email,1,0,1,0.022
C02177,06-04-2023,Premium,78.84,18,1,"Dec 22, 2023",,16,0.0,12/13/2023,Card,APAC,35-44,Referral,5,0,1,0.259
C02178,03/14/2024,Premium,89.88,15,0,,,14,1.0,2025-06-12,ACH,Europe,55+,Referral,5,0,1,0.035
C02179,2024-07-25,Premium,71.65,11,0,,,14,0.0,2025-06-08,Card,North America,45-54,Referral,5,0,1,0.027
C02180,2024-02-21,Basic,18.03,14,1,2025-01-01,competitor,8,3.0,2024-12-03,Wallet,APAC,25-34,Organic Search,0,0,1,0.023
C02181,30-09-2024,Premium,64.3,9,1,2025-04-15,billing,12,0.0,03/23/2025,,APAC,25-34,Partnerships,1,0,1,0.241
C02182,"Aug 08, 2023",Basic,18.63,18,1,"Feb 17, 2024",competitor,4,5.0,2024-01-04,Card,Europe,35-44,Email,1,0,1,0.053
C02183,06-07-2024,Basic,17.31,11,0,,,10,1.0,2025-05-26,PayPal,North America,35-44,Partnerships,5,0,1,0.002
C02184,2024-08-11,Basic,22.84,9,1,03/06/2025,support issues,3,4.0,2025-02-04,Card,Latin America,55+,Email,3,0,1,0.174
C02185,"Aug 01, 2024",Basic,16.5,4,1,"Oct 28, 2024",,4,,2024-10-07,PayPal,APAC,18-24,Referral,2,2,1,0.02
C02186,"Sep 21, 2023",Standard,36.46,21,0,,,12,0.0,2025-06-13,ACH,Europe,35-44,Direct,5,0,1,0.038
C02187,10/06/2023,Basic,16.3,20,0,,,7,3.0,"May 24, 2025",ACH,North America,55+,Organic Search,2,0,1,0.031
C02188,24-08-2023,Basic,19.11,15,1,01/30/2024,support issues,6,2.0,2023-12-16,Card,North America,18-24,Email,5,0,1,0.076
C02189,"Feb 26, 2024",Standard,50.93,6,1,2024-05-23,price sensitivity,12,0.0,"May 02, 2024",Card,North America,55+,Referral,1,0,1,0.013
C02190,2024-06-18,Premium,44.02,12,1,"Oct 31, 2024",support issues,11,2.0,16-09-2024,PayPal,North America,25-34,Paid Ads,3,0,1,0.029
C02191,11/27/2023,Standard,38.71,19,0,,,10,0.0,19-06-2025,Card,Latin America,35-44,Partnerships,4,0,1,0.053
C02192,2024-01-09,Standard,46.05,17,0,,,15,,2025-05-23,PayPal,North America,25-34,Referral,3,0,1,0.023
C02193,19-09-2023,Basic,16.94,13,1,2024-09-14,billing,7,1.0,2024-08-26,PayPal,Europe,45-54,Email,0,2,1,0.044
C02194,2023-07-19,Premium,84.27,14,1,"Aug 18, 2024",billing,15,0.0,2024-07-27,Card,APAC,55+,Direct,5,0,1,0.002
C02195,"Aug 22, 2024",Basic,23.71,7,1,2024-11-12,price sensitivity,11,0.0,11/01/2024,Wallet,Europe,25-34,Partnerships,3,0,1,0.187
